sequence,frame,trans_px,rot_deg,zoom_abs,inliers,features
Human6,50,1.945,0.0167,0.00003,625,625
Human6,51,1.373,0.0115,0.00002,624,624
Human6,52,1.336,0.0104,0.00006,624,624
Human6,53,1.930,0.0244,0.00004,619,619
Human6,54,1.090,0.0573,0.00004,619,619
Human6,55,1.144,0.0729,0.00006,618,618
Human6,56,1.399,0.0137,0.00001,615,615
Human6,57,1.355,0.0291,0.00005,613,613
Human6,58,1.386,0.0319,0.00003,610,610
Human6,59,1.292,0.0153,0.00003,609,609
Human6,60,0.770,0.0455,0.00003,609,609
Human6,61,1.537,0.0335,0.00002,606,606
Human6,62,2.520,0.0066,0.00002,603,603
Human6,63,0.878,0.0683,0.00003,602,602
Human6,64,1.211,0.0104,0.00004,600,600
Human6,65,2.272,0.0031,0.00000,593,593
Human6,66,0.428,0.0463,0.00001,593,593
Human6,67,1.384,0.0106,0.00007,593,593
Human6,68,1.125,0.0308,0.00004,593,593
Human6,69,1.030,0.0151,0.00005,592,592
Human6,70,1.396,0.0192,0.00001,590,590
Human6,71,1.975,0.0512,0.00003,590,590
Human6,72,1.618,0.0544,0.00001,590,590
Human6,73,2.156,0.0770,0.00006,588,588
Human6,74,2.545,0.0120,0.00001,588,588
Human6,75,1.855,0.0117,0.00001,588,588
Human6,76,1.260,0.0143,0.00003,588,588
Human6,77,0.234,0.0389,0.00005,588,588
Human6,78,0.315,0.0244,0.00002,588,588
Human6,79,0.234,0.0433,0.00002,588,588
Human6,80,0.956,0.1091,0.00004,587,587
Human6,81,1.162,0.0717,0.00001,585,585
Human6,82,2.510,0.0092,0.00001,584,584
Human6,83,0.956,0.0208,0.00005,584,584
Human6,84,1.735,0.0342,0.00004,583,583
Human6,85,0.303,0.0142,0.00000,581,581
Human6,86,0.979,0.0155,0.00005,581,581
Human6,87,1.632,0.0036,0.00005,581,581
Human6,88,1.534,0.0002,0.00010,581,581
Human6,89,1.938,0.0001,0.00010,581,581
Human6,90,0.315,0.0338,0.00001,581,581
Human6,91,1.279,0.0383,0.00003,581,581
Human6,92,1.429,0.0168,0.00000,581,581
Human6,93,1.281,0.0012,0.00005,581,581
Human6,94,0.946,0.0263,0.00001,581,581
Human6,95,0.883,0.0003,0.00003,581,581
Human6,96,1.103,0.0664,0.00000,581,581
Human6,97,0.977,0.0307,0.00001,581,581
Human6,98,1.238,0.0283,0.00004,581,581
Human6,99,0.951,0.0405,0.00010,577,577
Human6,100,0.321,0.0247,0.00000,577,577
Human6,101,1.238,0.0156,0.00005,576,576
Human6,102,0.097,0.0230,0.00002,576,576
Human6,103,0.845,0.0254,0.00004,576,576
Human6,104,2.025,0.0325,0.00013,576,576
Human6,105,0.407,0.0117,0.00007,576,576
Human6,106,1.328,0.0393,0.00004,576,576
Human6,107,1.562,0.0114,0.00003,576,576
Human6,108,0.974,0.0042,0.00010,576,576
Human6,109,0.963,0.0325,0.00002,576,576
Human6,110,1.926,0.0439,0.00004,576,576
Human6,111,0.239,0.0013,0.00003,576,576
Human6,112,2.170,0.0071,0.00010,576,576
Human6,113,1.915,0.0385,0.00013,572,572
Human6,114,2.833,0.0125,0.00019,570,570
Human6,115,5.256,0.0919,0.00021,564,564
Human6,116,6.036,0.0284,0.00041,559,559
Human6,117,4.232,0.0065,0.00038,552,552
Human6,118,1.762,0.0715,0.00008,552,552
Human6,119,1.369,0.0935,0.00000,552,552
Human6,120,1.347,0.0671,0.00003,552,552
Human6,121,2.403,0.0596,0.00018,549,549
Human6,122,3.001,0.0230,0.00017,545,545
Human6,123,3.012,0.0036,0.00003,542,542
Human6,124,2.409,0.0120,0.00008,541,541
Human6,125,2.830,0.0573,0.00014,537,537
Human6,126,1.583,0.0017,0.00012,535,535
Human6,127,2.508,0.0109,0.00009,532,532
Human6,128,1.575,0.0371,0.00000,532,532
Human6,129,1.646,0.0256,0.00008,525,525
Human6,130,0.890,0.0228,0.00003,525,525
Human6,131,0.913,0.0297,0.00005,525,525
Human6,132,1.724,0.0002,0.00003,521,521
Human6,133,1.145,0.0060,0.00007,519,519
Human6,134,1.862,0.0118,0.00004,517,517
Human6,135,1.445,0.0118,0.00009,516,516
Human6,136,1.810,0.0191,0.00016,514,514
Human6,137,2.083,0.0395,0.00013,514,514
Human6,138,0.593,0.0005,0.00004,514,514
Human6,139,1.463,0.0050,0.00014,513,513
Human6,140,1.454,0.0437,0.00024,510,510
Human6,141,1.322,0.0054,0.00014,510,510
Human6,142,0.598,0.0635,0.00009,510,510
Human6,143,1.715,0.0191,0.00004,510,510
Human6,144,0.920,0.0399,0.00004,510,510
Human6,145,1.154,0.0729,0.00001,510,510
Human6,146,0.883,0.0478,0.00010,505,505
Human6,147,1.787,0.0251,0.00009,499,499
Human6,148,2.236,0.0574,0.00006,499,499
Human6,149,4.207,0.0237,0.00024,499,499
Human6,150,3.383,0.0025,0.00017,499,499
Human6,151,1.818,0.0600,0.00007,499,499
Human6,152,2.578,0.0469,0.00011,499,499
Human6,153,2.917,0.0073,0.00009,499,499
Human6,154,2.202,0.0158,0.00010,499,499
Human6,155,1.214,0.0983,0.00001,499,499
Human6,156,1.163,0.0144,0.00012,499,499
Human6,157,1.131,0.0156,0.00009,499,499
Human6,158,6.780,0.0198,0.01565,498,498
Human6,159,6.935,0.0266,0.01477,498,498
Human6,160,7.224,0.0674,0.01719,492,492
Human6,161,6.074,0.0257,0.01518,489,489
Human6,162,4.836,0.0265,0.01257,485,485
Human6,163,9.469,0.0673,0.02102,474,474
Human6,164,5.363,0.0106,0.01314,460,460
Human6,165,8.714,0.0169,0.01634,442,442
Human6,166,5.770,0.0456,0.01358,438,438
Human6,167,12.447,0.0340,0.03050,408,408
Human6,168,4.146,0.0091,0.00585,405,405
Human6,169,7.228,0.0476,0.01427,397,621
Human6,170,10.006,0.0454,0.01770,591,591
Human6,171,6.335,0.0068,0.01469,572,572
Human6,172,7.930,0.0638,0.01224,549,549
Human6,173,10.639,0.0208,0.01842,510,510
Human6,174,9.863,0.0648,0.01544,484,484
Human6,175,9.288,0.0703,0.01919,445,445
Human6,176,3.140,0.0499,0.00939,438,438
Human6,177,8.451,0.0702,0.01946,422,422
Human6,178,9.439,0.0869,0.01819,412,412
Human6,179,4.533,0.0262,0.01191,398,549
Human6,180,7.134,0.0749,0.01687,528,528
Human6,181,5.450,0.0466,0.01385,521,521
Human6,182,6.988,0.0331,0.02108,505,505
Human6,183,2.099,0.0029,0.00720,498,498
Human6,184,9.544,0.0145,0.02507,459,459
Human6,185,4.734,0.0314,0.01284,450,450
Human6,186,5.275,0.0217,0.01297,436,436
Human6,187,6.811,0.0141,0.02109,426,426
Human6,188,4.981,0.0219,0.01554,410,410
Human6,189,5.466,0.0185,0.01376,389,538
Human6,190,7.148,0.0398,0.01390,531,531
Human6,191,6.938,0.0254,0.01627,515,515
Human6,192,3.900,0.0220,0.01415,500,500
Human6,193,8.652,0.0140,0.02271,475,475
Human6,194,7.361,0.0202,0.01506,450,450
Human6,195,7.183,0.0266,0.01754,434,434
Human6,196,3.679,0.0123,0.01522,426,426
Human6,197,3.392,0.0180,0.01551,411,411
Human6,198,4.515,0.0092,0.00945,407,407
Human6,199,3.832,0.0239,0.00928,397,520
Human6,200,11.820,0.0668,0.02549,495,495
Human6,201,7.128,0.0536,0.01667,474,474
Human6,202,4.333,0.0227,0.01674,458,458
Human6,203,4.362,0.0005,0.01967,444,444
Human6,204,3.811,0.0652,0.00740,437,437
Human6,205,8.378,0.0005,0.02011,411,411
Human6,206,3.176,0.0116,0.01794,400,400
Human6,207,1.520,0.0561,0.01042,392,531
Human6,208,6.922,0.0617,0.01829,505,505
Human6,209,7.800,0.0380,0.01863,476,476
Human6,210,2.211,0.0261,0.01090,464,464
Human6,211,5.047,0.0107,0.01918,452,452
Human6,212,6.407,0.0606,0.01142,417,417
Human6,213,7.976,0.0238,0.01152,399,466
Human6,214,6.653,0.0153,0.02022,425,425
Human6,215,8.310,0.0576,0.02102,400,400
Human6,216,11.521,0.0626,0.01246,363,408
Human6,217,12.549,0.0403,0.02091,346,456
Human6,218,6.694,0.0520,0.01281,417,417
Human6,219,12.591,0.0548,0.01289,382,371
Human6,220,15.566,0.1115,0.02312,262,384
Human6,221,9.772,0.0176,0.01329,312,372
Human6,222,8.526,0.0427,0.00957,312,372
Human6,223,14.162,0.0166,0.02652,259,363
Human6,224,13.413,0.0254,0.01011,274,345
Human6,225,16.163,0.0961,0.01378,249,321
Human6,226,15.917,0.0773,0.01398,232,309
Human6,227,9.579,0.1004,0.02074,223,310
Human6,228,10.293,0.0884,0.01870,236,253
Human6,229,9.959,0.0820,0.01077,188,306
Human6,230,7.011,0.0362,0.01527,234,321
Human6,231,7.822,0.0871,0.01507,245,328
Human6,232,7.561,0.0775,0.01109,247,306
Human6,233,11.117,0.0792,0.03132,219,398
Human6,234,3.480,0.0643,0.01160,313,324
Human6,235,5.267,0.0971,0.01637,233,343
Human6,236,4.887,0.1153,0.01673,256,358
Human6,237,4.437,0.0432,0.01250,262,356
Human6,238,7.417,0.0488,0.01724,255,390
Human6,239,6.236,0.1158,0.01728,289,375
Human6,240,6.553,0.0927,0.01372,270,335
Human6,241,7.549,0.0843,0.01826,220,381
Human6,242,12.865,0.0492,0.01815,212,312
Human6,243,10.197,0.0112,0.01322,195,355
Human6,244,13.011,0.0115,0.01873,222,354
Human6,245,15.123,0.0308,0.00564,241,381
Human6,246,9.889,0.0615,0.00039,232,391
Human6,247,10.677,0.1345,0.00011,215,340
Human6,248,13.006,0.0707,0.00006,187,366
Human6,249,12.693,0.0473,0.00007,166,302
Human6,250,8.645,0.0615,0.00084,177,332
Human6,251,12.977,0.5119,0.01016,173,305
Human6,252,9.632,0.5131,0.00661,168,278
Human6,253,13.085,0.1068,0.00082,145,258
Human6,254,14.629,0.6106,0.01085,140,267
Human6,255,14.508,0.0916,0.00033,157,260
Human6,256,8.312,0.0493,0.00024,168,259
Human6,257,14.649,0.1861,0.00361,150,227
Human6,258,15.625,0.2951,0.00808,137,216
Human6,259,10.266,0.0251,0.00002,143,295
Human6,260,8.698,0.0023,0.00008,197,213
Human6,261,9.891,0.0616,0.00041,154,337
Human6,262,6.106,0.0691,0.00014,239,259
Human6,263,6.908,0.0040,0.00030,183,312
Human6,264,4.030,0.0211,0.00013,222,279
Human6,265,6.693,0.0478,0.00030,216,294
Human6,266,4.494,0.3258,0.00508,202,315
Human6,267,2.123,0.0266,0.00168,230,326
Human6,268,6.086,0.0816,0.00048,261,253
Human6,269,5.674,0.0256,0.00029,188,316
Human6,270,1.473,0.0859,0.00070,253,300
Human6,271,7.273,0.0218,0.00098,236,239
Human6,272,8.467,0.0636,0.00054,187,214
Human6,273,18.800,0.0112,0.00103,163,247
Human6,274,11.933,0.0152,0.00224,195,290
Human6,275,12.554,0.1043,0.00125,217,321
Human6,276,8.291,0.0652,0.00028,275,307
Human6,277,10.850,0.0317,0.00010,244,331
Human6,278,16.951,0.0203,0.00013,244,360
Human6,279,8.908,0.0159,0.00007,286,303
Human6,280,6.748,0.0843,0.00068,249,383
Human6,281,9.170,0.1247,0.00049,319,400
Human6,282,10.780,0.0416,0.00108,334,263
Human6,283,11.921,0.0010,0.00150,220,354
Human6,284,9.049,0.0821,0.00047,308,351
Human6,285,7.691,0.0020,0.00021,287,351
Human6,286,4.107,0.0012,0.00029,289,343
Human6,287,8.762,0.0617,0.00014,306,339
Human6,288,5.388,0.1060,0.00018,290,401
Human6,289,3.404,0.0666,0.00018,367,402
Human6,290,3.616,0.0579,0.00021,361,457
Human6,291,2.844,0.0364,0.00046,420,420
Human6,292,0.533,0.0028,0.00032,413,413
Human6,293,5.236,0.0991,0.00014,358,414
Human6,294,6.586,0.0017,0.00049,375,466
Human6,295,4.183,0.0265,0.00008,400,400
Human6,296,4.274,0.1008,0.00074,376,430
Human6,297,4.970,0.0502,0.00003,392,461
Human6,298,2.844,0.0733,0.00107,404,404
Human6,299,4.281,0.0336,0.00027,379,371
Human6,300,5.868,0.1347,0.00170,310,365
Human6,301,5.529,0.1220,0.00014,301,419
Human6,302,8.705,0.0400,0.00031,368,401
Human6,303,4.603,0.1036,0.00174,349,372
Human6,304,4.519,0.0330,0.00046,327,409
Human6,305,5.563,0.0461,0.00016,359,382
Human6,306,2.014,0.0748,0.00028,345,439
Human6,307,3.273,0.2100,0.00090,366,402
Human6,308,12.130,0.1253,0.00037,342,371
Human6,309,12.565,0.0962,0.00049,315,352
Human6,310,16.144,0.0105,0.00024,311,358
Human6,311,11.683,0.2139,0.00074,301,371
Human6,312,11.275,0.1162,0.00067,325,396
Human6,313,13.034,0.1344,0.00054,336,403
Human6,314,21.103,0.2594,0.00084,309,472
Human6,315,21.886,0.1935,0.00112,356,372
Human6,316,9.550,0.0702,0.00041,326,437
Human6,317,11.354,0.0625,0.00022,390,413
Human6,318,10.693,0.0636,0.00010,365,440
Human6,319,12.162,0.0696,0.00030,394,451
Human6,320,7.271,0.0776,0.00030,405,405
Human6,321,8.886,0.0681,0.00009,401,401
Human6,322,7.944,0.0813,0.00009,380,492
Human6,323,7.420,0.0945,0.00014,443,443
Human6,324,7.150,0.0528,0.00003,428,428
Human6,325,10.710,0.0161,0.00006,416,416
Human6,326,7.105,0.1127,0.00017,403,403
Human6,327,3.734,0.0984,0.00020,394,577
Human6,328,0.906,0.0613,0.00013,546,546
Human6,329,5.613,0.0484,0.00014,521,521
Human6,330,3.327,0.0709,0.00020,512,512
Human6,331,9.050,0.0395,0.00008,477,477
Human6,332,8.385,0.0145,0.00003,466,466
Human6,333,3.951,0.0059,0.00032,456,456
Human6,334,7.474,0.0721,0.00002,443,443
Human6,335,4.067,0.0471,0.00014,430,430
Human6,336,3.835,0.0059,0.00019,428,428
Human6,337,3.806,0.0609,0.00022,420,420
Human6,338,4.601,0.0004,0.00026,410,410
Human6,339,4.362,0.0073,0.00007,406,406
Human6,340,8.168,0.0544,0.00008,397,630
Human6,341,10.124,0.0399,0.00010,571,571
Human6,342,8.600,0.0027,0.00006,553,553
Human6,343,5.666,0.0011,0.00015,533,533
Human6,344,5.687,0.0392,0.00014,516,516
Human6,345,6.420,0.0310,0.00013,497,497
Human6,346,4.791,0.0122,0.00023,493,493
Human6,347,5.186,0.0290,0.00017,484,484
Human6,348,7.351,0.0100,0.00005,468,468
Human6,349,5.686,0.0353,0.00003,455,455
Human6,350,5.504,0.0346,0.00001,452,452
Human6,351,7.939,0.0308,0.00022,429,429
Human6,352,4.256,0.0101,0.00040,421,421
Human6,353,4.112,0.0224,0.00012,417,417
Human6,354,4.303,0.0078,0.00006,411,411
Human6,355,5.526,0.0187,0.00006,408,408
Human6,356,5.461,0.0046,0.00017,402,402
Human6,357,3.868,0.0090,0.00000,395,682
Human6,358,3.646,0.0161,0.00022,652,652
Human6,359,8.425,0.0087,0.00010,616,616
Human6,360,8.549,0.0492,0.00002,605,605
Human6,361,8.888,0.0081,0.00022,595,595
Human6,362,12.014,0.0807,0.00004,572,572
Human6,363,12.395,0.0524,0.00011,550,550
Human6,364,12.964,0.0234,0.00017,531,531
Human6,365,18.299,0.0494,0.00002,489,489
Human6,366,17.944,0.1114,0.00008,439,439
Human6,367,18.036,0.1790,0.00056,411,411
Human6,368,20.492,0.1409,0.00039,379,626
Human6,369,20.515,0.1846,0.00006,559,559
Human6,370,21.612,0.1570,0.00002,448,448
Human6,371,21.449,0.0842,0.00005,385,598
Human6,372,13.812,0.1377,0.00035,506,506
Human6,373,13.528,0.0113,0.00022,486,486
Human6,374,17.088,0.0854,0.00036,447,447
Human6,375,20.530,0.0539,0.00025,426,426
Human6,376,17.916,0.0096,0.00021,417,417
Human6,377,13.924,0.0730,0.00051,384,643
Human6,378,10.807,0.1351,0.00013,583,583
Human6,379,10.680,0.1136,0.00016,570,570
Human6,380,8.610,0.0729,0.00004,559,559
Human6,381,6.404,0.0552,0.00011,541,541
Human6,382,7.089,0.0800,0.00026,517,517
Human6,383,2.537,0.1013,0.00004,515,515
Human6,384,6.219,0.1541,0.00002,513,513
Human6,385,4.965,0.1060,0.00030,502,502
Human6,386,8.659,0.0613,0.00014,498,498
Human6,387,12.980,0.0834,0.00015,482,482
Human6,388,9.953,0.0658,0.00029,474,474
Human6,389,7.948,0.0118,0.00000,467,467
Human6,390,9.368,0.0297,0.00012,458,458
Human6,391,7.721,0.0299,0.00006,447,447
Human6,392,5.900,0.0284,0.00001,437,437
Human6,393,4.867,0.0221,0.00015,433,433
Human6,394,7.249,0.0447,0.00002,424,424
Human6,395,1.216,0.0461,0.00014,424,424
Human6,396,0.876,0.0707,0.00000,424,424
Human6,397,3.359,0.0833,0.00041,423,423
Human6,398,1.359,0.0661,0.00033,423,423
Human6,399,1.724,0.1078,0.00006,421,421
Human6,400,1.117,0.0363,0.00019,420,420
Human6,401,4.762,0.0159,0.00016,419,419
Human6,402,4.383,0.0165,0.00026,379,633
Human6,403,5.919,0.0257,0.00028,573,573
Human6,404,2.195,0.0299,0.00001,569,569
Human6,405,5.094,0.0077,0.00007,549,549
Human6,406,5.815,0.0291,0.00001,536,536
Human6,407,5.015,0.0184,0.00008,525,525
Human6,408,6.209,0.0549,0.00013,513,513
Human6,409,4.803,0.0569,0.00009,510,510
Human6,410,5.269,0.0245,0.00011,502,502
Human6,411,6.470,0.0233,0.00006,496,496
Human6,412,6.365,0.0461,0.00004,488,488
Human6,413,7.503,0.0314,0.00006,476,476
Human6,414,7.509,0.0273,0.00012,470,470
Human6,415,4.777,0.0303,0.00003,463,463
Human6,416,5.623,0.0118,0.00032,454,454
Human6,417,4.214,0.0021,0.00019,449,449
Human6,418,3.091,0.0012,0.00009,444,444
Human6,419,5.578,0.0170,0.00015,437,437
Human6,420,6.158,0.0003,0.00001,425,425
Human6,421,2.546,0.0838,0.00013,419,419
Human6,422,3.365,0.0276,0.00033,418,418
Human6,423,5.194,0.0352,0.00005,410,410
Human6,424,6.030,0.0088,0.00014,394,614
Human6,425,5.554,0.0467,0.00004,566,566
Human6,426,7.236,0.0770,0.00004,544,544
Human6,427,6.309,0.0291,0.00020,527,527
Human6,428,5.292,0.0250,0.00006,509,509
Human6,429,2.203,0.0741,0.00007,503,503
Human6,430,3.457,0.0268,0.00020,486,486
Human6,431,4.725,0.0268,0.00010,464,464
Human6,432,6.150,0.0526,0.00002,450,450
Human6,433,10.850,0.1045,0.00023,441,441
Human6,434,5.982,0.0154,0.00022,427,427
Human6,435,2.045,0.0396,0.00007,417,417
Human6,436,0.982,0.0495,0.00008,416,416
Human6,437,2.455,0.0267,0.00003,414,414
Human6,438,4.177,0.0636,0.00017,397,612
Human6,439,1.429,0.0254,0.00003,591,591
Human6,440,0.969,0.0236,0.00011,585,585
Human6,441,2.402,0.0462,0.00005,575,575
Human6,442,1.507,0.0177,0.00001,564,564
Human6,443,7.510,0.0123,0.00017,504,504
Human6,444,13.738,0.0792,0.00028,476,476
Human6,445,11.589,0.0012,0.00022,454,454
Human6,446,15.991,0.0381,0.00008,420,420
Human6,447,17.221,0.0681,0.00001,397,645
Human6,448,19.350,0.0306,0.00003,549,549
Human6,449,18.987,0.0204,0.00009,485,485
Human6,450,22.860,0.0018,0.00049,412,412
Human6,451,18.482,0.0155,0.00009,391,568
Human6,452,13.374,0.0008,0.00058,481,481
Human6,453,8.728,0.0831,0.00001,467,467
Human6,454,9.425,0.0445,0.00004,455,455
Human6,455,8.457,0.0143,0.00008,441,441
Human6,456,6.402,0.0632,0.00028,424,424
Human6,457,3.041,0.0435,0.00002,418,418
Human6,458,7.575,0.0053,0.00022,408,408
Human6,459,12.080,0.0111,0.00008,394,584
Human6,460,4.294,0.1273,0.00007,547,547
Human6,461,5.669,0.0586,0.00020,517,517
Human6,462,6.492,0.0561,0.00004,499,499
Human6,463,9.111,0.0206,0.00008,445,445
Human6,464,10.495,0.0018,0.00016,420,420
Human6,465,6.004,0.0290,0.00013,410,410
Human6,466,4.239,0.0408,0.00004,401,401
Human6,467,8.529,0.0080,0.00004,395,603
Human6,468,4.161,0.0394,0.00019,538,538
Human6,469,9.910,0.0208,0.00009,495,495
Human6,470,9.881,0.0105,0.00008,474,474
Human6,471,13.598,0.0555,0.00028,454,454
Human6,472,16.226,0.0845,0.00023,421,421
Human6,473,14.371,0.0002,0.00014,402,402
Human6,474,13.650,0.0198,0.00004,382,492
Human6,475,11.046,0.0279,0.00017,424,424
Human6,476,10.202,0.0579,0.00025,404,404
Human6,477,11.003,0.0734,0.00005,385,528
Human6,478,9.159,0.0035,0.00017,454,454
Human6,479,13.499,0.0107,0.00018,439,439
Human6,480,3.729,0.0318,0.00020,410,410
Human6,481,3.168,0.1106,0.00020,401,401
Human6,482,7.811,0.1153,0.00002,394,497
Human6,483,6.670,0.0953,0.00007,428,428
Human6,484,12.244,0.0307,0.00029,401,401
Human6,485,14.017,0.0316,0.00035,375,374
Human6,486,14.572,0.0430,0.00000,316,360
Human6,487,10.023,0.0802,0.00036,327,398
Human6,488,8.462,0.0701,0.00006,353,386
Human6,489,11.818,0.0605,0.00014,340,454
Human6,490,10.119,0.0621,0.00026,383,529
Human6,491,7.726,0.0375,0.00017,448,448
Human6,492,4.176,0.0663,0.00027,433,433
Human6,493,6.359,0.0417,0.00050,414,414
Human6,494,18.320,0.0049,0.00007,379,538
Human6,495,14.330,0.1106,0.00023,436,436
Human6,496,11.977,0.1420,0.00022,419,419
Human6,497,19.596,0.0917,0.00045,378,475
Human6,498,3.966,0.1032,0.00030,386,496
Human6,499,13.602,0.0187,0.00034,441,441
Human6,500,12.654,0.0100,0.00010,389,522
Human6,501,8.734,0.0382,0.00060,482,482
Human6,502,7.477,0.0470,0.00011,456,456
Human6,503,6.093,0.0070,0.00015,445,445
Human6,504,9.200,0.0156,0.00017,420,420
Human6,505,5.588,0.0699,0.00017,410,410
Human6,506,8.870,0.0711,0.00029,404,404
Human6,507,9.063,0.0189,0.00000,400,400
Human6,508,7.519,0.0168,0.00006,393,508
Human6,509,16.122,0.0597,0.00019,441,441
Human6,510,22.346,0.0201,0.00042,370,419
Human6,511,13.637,0.1096,0.00022,316,480
Human6,512,6.361,0.1757,0.00018,426,426
Human6,513,14.546,0.1238,0.00005,398,532
Human6,514,14.051,0.0155,0.00031,479,479
Human6,515,4.986,0.0806,0.00032,472,472
Human6,516,10.866,0.0905,0.00002,444,444
Human6,517,11.223,0.0439,0.00001,410,410
Human6,518,10.765,0.0081,0.00014,389,447
Human6,519,10.476,0.0115,0.00040,397,472
Human6,520,17.840,0.0322,0.00015,414,414
Human6,521,20.919,0.0430,0.00029,369,445
Human6,522,19.253,0.0583,0.00021,373,425
Human6,523,17.100,0.1372,0.00031,373,419
Human6,524,14.650,0.1007,0.00034,364,439
Human6,525,18.365,0.0415,0.00033,357,433
Human6,526,11.582,0.1746,0.00000,354,411
Human6,527,11.239,0.0361,0.00038,345,353
Human6,528,14.716,0.0763,0.00003,307,369
Human6,529,7.183,0.0683,0.00023,344,413
Human6,530,10.309,0.1529,0.00039,384,422
Human6,531,8.825,0.1171,0.00041,354,342
Human6,532,4.840,0.2517,0.00012,315,347
Human6,533,3.556,0.1075,0.00052,318,351
Human6,534,5.825,0.1254,0.00006,319,383
Human6,535,14.692,0.2397,0.00005,328,331
Human6,536,21.375,0.1843,0.00001,279,369
Human6,537,15.160,0.2489,0.00028,316,362
Human6,538,17.165,0.0691,0.00017,303,350
Human6,539,17.544,0.0559,0.00023,302,324
Human6,540,14.933,0.0563,0.00050,282,350
Human6,541,15.763,0.0821,0.00042,302,270
Human6,542,13.914,0.0901,0.00029,222,304
Human6,543,22.638,0.1388,0.00079,221,293
Human6,544,20.112,0.0286,0.00021,225,264
Human6,545,13.425,0.0901,0.00108,194,263
Human6,546,11.488,0.1439,0.00028,230,233
Human6,547,9.196,0.1244,0.00052,214,311
Human6,548,8.336,0.2866,0.00040,265,253
Human6,549,6.168,0.1074,0.00020,223,274
Human6,550,5.100,0.2174,0.00114,254,241
Human6,551,3.728,0.0220,0.00076,222,267
Human6,552,8.770,0.1295,0.00021,226,260
Human6,553,6.146,0.0572,0.00019,236,273
Human6,554,7.728,0.2885,0.00022,232,266
Human6,555,7.166,0.0005,0.00180,248,269
Human6,556,9.992,0.0571,0.00033,239,276
Human6,557,12.226,0.0979,0.00035,250,239
Human6,558,15.816,0.0836,0.00026,198,287
Human6,559,12.085,0.0011,0.00098,242,405
Human6,560,10.876,0.1642,0.00009,340,327
Human6,561,10.618,0.1278,0.00097,288,368
Human6,562,6.704,0.0255,0.00037,303,372
Human6,563,1.618,0.0773,0.00077,339,297
Human6,564,4.229,0.0357,0.00040,259,310
Human6,565,4.538,0.0679,0.00006,280,322
Human6,566,5.350,0.0231,0.00002,286,292
Human6,567,6.808,0.0077,0.00019,265,273
Human6,568,3.845,0.0197,0.00004,254,347
Human6,569,3.506,0.0389,0.00006,309,376
Human6,570,5.689,0.0253,0.00016,324,358
Human6,571,2.320,0.0341,0.00012,334,381
Human6,572,5.652,0.0665,0.00076,330,379
Human6,573,6.551,0.0910,0.00040,333,362
Human6,574,7.829,0.0872,0.00062,308,369
Human6,575,1.599,0.0221,0.00051,343,366
Human6,576,4.067,0.0165,0.00081,316,399
Human6,577,5.077,0.1053,0.00011,360,320
Human6,578,5.129,0.0178,0.00006,293,342
Human6,579,3.159,0.0167,0.00013,297,382
Human6,580,7.964,0.0883,0.00002,326,416
Human6,581,11.705,0.0682,0.00029,352,393
Human6,582,8.259,0.1517,0.00004,364,360
Human6,583,7.383,0.0115,0.00050,314,346
Human6,584,10.923,0.0416,0.00026,300,384
Human6,585,7.486,0.1450,0.00023,355,339
Human6,586,10.114,0.0477,0.00008,306,344
Human6,587,12.872,0.0698,0.00020,290,348
Human6,588,8.112,0.0689,0.00001,302,330
Human6,589,3.813,0.0421,0.00048,280,427
Human6,590,8.835,0.0168,0.00007,382,424
Human6,591,5.361,0.0385,0.00025,378,354
Human6,592,5.171,0.0183,0.00037,335,463
Human6,593,4.598,0.0521,0.00031,433,433
Human6,594,5.503,0.0966,0.00029,397,438
Human6,595,4.049,0.0394,0.00018,412,412
Human6,596,6.197,0.0063,0.00011,387,436
Human6,597,0.657,0.0758,0.00022,402,402
Human6,598,1.672,0.0245,0.00017,389,440
Human6,599,1.821,0.0246,0.00026,397,384
Human6,600,3.346,0.0317,0.00013,345,458
Human6,601,5.488,0.0555,0.00026,402,402
Human6,602,6.089,0.0053,0.00020,384,418
Human6,603,6.703,0.0010,0.00037,372,411
Human6,604,8.343,0.1608,0.00029,381,403
Human6,605,7.652,0.0722,0.00014,367,407
Human6,606,11.058,0.1374,0.00079,341,409
Human6,607,9.856,0.1145,0.00025,381,392
Human6,608,9.055,0.0278,0.00010,362,339
Human6,609,9.890,0.0528,0.00039,302,336
Human6,610,8.447,0.1511,0.00024,310,314
Human6,611,8.871,0.0231,0.00030,289,349
Human6,612,9.687,0.0421,0.00013,305,380
Human6,613,6.737,0.1909,0.00031,336,302
Human6,614,7.154,0.1534,0.00059,263,413
Human6,615,8.002,0.1946,0.00049,360,367
Human6,616,3.485,0.1272,0.00007,341,285
Human6,617,3.938,0.0601,0.00106,253,341
Human6,618,4.010,0.0039,0.00022,304,288
Human6,619,5.906,0.0868,0.00048,253,384
Human6,620,5.587,0.0604,0.00041,339,313
Human6,621,7.833,0.1343,0.00185,273,302
Human6,622,6.559,0.0951,0.00035,272,374
Human6,623,8.252,0.0242,0.00053,332,380
Human6,624,7.120,0.2071,0.00107,325,307
Human6,625,4.806,0.1242,0.00017,280,349
Human6,626,8.012,0.0855,0.00003,317,340
Human6,627,7.372,0.0834,0.00060,299,277
Human6,628,6.439,0.1108,0.00024,249,301
Human6,629,8.425,0.0281,0.00009,260,297
Human6,630,9.612,0.0374,0.00026,261,286
Human6,631,8.176,0.0397,0.00014,250,295
